Left,Gestures,index_finger_dip,index_finger_mcp,index_finger_pip,index_finger_tip,middle_finger_dip,middle_finger_mcp,middle_finger_pip,middle_finger_tip,pinky_finger_dip,pinky_finger_mcp,pinky_finger_pip,pinky_finger_tip,ring_finger_dip,ring_finger_mcp,ring_finger_pip,ring_finger_tip,thumb_cmc,thumb_ip,thumb_mcp,thumb_tip,wrist
0.0,{'Open_Palm': 0.720250189304352},"{'x': 0.251394718885422, 'y': 0.368521928787231, 'z': 0.002382243052125}","{'x': 0.210545212030411, 'y': 0.497168332338333, 'z': 0.015358737669885}","{'x': 0.240440547466278, 'y': 0.420728236436844, 'z': 0.012279965914786}","{'x': 0.260490089654922, 'y': 0.322796761989594, 'z': -0.00630972487852}","{'x': 0.183117270469666, 'y': 0.334400236606598, 'z': 0.00427281903103}","{'x': 0.166563808917999, 'y': 0.477404326200485, 'z': 0.016903975978494}","{'x': 0.178575322031975, 'y': 0.392247796058655, 'z': 0.01686885766685}","{'x': 0.188983380794525, 'y': 0.285697549581528, 'z': -0.006385816261172}","{'x': 0.056434378027916, 'y': 0.39452463388443, 'z': -0.012209727428854}","{'x': 0.078651160001755, 'y': 0.496945142745972, 'z': 0.00587659003213}","{'x': 0.064467132091522, 'y': 0.437287449836731, 'z': -0.004679615143687}","{'x': 0.054356783628464, 'y': 0.352522492408752, 'z': -0.016365483403206}","{'x': 0.138050198554993, 'y': 0.351115584373474, 'z': -0.005019099451602}","{'x': 0.122660800814629, 'y': 0.477748334407806, 'z': 0.013052585534751}","{'x': 0.132981449365616, 'y': 0.40166825056076, 'z': 0.007673515472561}","{'x': 0.14535827934742, 'y': 0.307583868503571, 'z': -0.015054371207952}","{'x': 0.161582574248314, 'y': 0.673349440097809, 'z': -0.023728780448437}","{'x': 0.286123633384705, 'y': 0.567066133022308, 'z': -0.029406363144517}","{'x': 0.235569775104523, 'y': 0.621143877506256, 'z': -0.026713900268078}","{'x': 0.322481691837311, 'y': 0.522495865821838, 'z': -0.03085795044899}","{'x': 0.079016335308552, 'y': 0.715083718299866, 'z': 5.42304917e-07}"
0.0,{'Open_Palm': 0.639693021774292},"{'x': 0.411703884601593, 'y': 0.33785206079483, 'z': -0.02893814817071}","{'x': 0.368865340948105, 'y': 0.460142463445663, 'z': -0.007772869896144}","{'x': 0.397610396146774, 'y': 0.384458065032959, 'z': -0.018270364031196}","{'x': 0.422457695007324, 'y': 0.299466818571091, 'z': -0.037573453038931}","{'x': 0.341373920440674, 'y': 0.291985332965851, 'z': -0.028235020115972}","{'x': 0.3255495429039, 'y': 0.439976125955582, 'z': -0.009069264866412}","{'x': 0.335064232349396, 'y': 0.346515834331512, 'z': -0.017270602285862}","{'x': 0.347532838582993, 'y': 0.250225424766541, 'z': -0.037243857979774}","{'x': 0.213721632957458, 'y': 0.348897129297256, 'z': -0.047461204230785}","{'x': 0.239132061600685, 'y': 0.460226207971573, 'z': -0.02278576977551}","{'x': 0.222680389881134, 'y': 0.393721848726273, 'z': -0.038452364504337}","{'x': 0.209767997264862, 'y': 0.305294424295425, 'z': -0.053042288869619}","{'x': 0.298310250043869, 'y': 0.306218028068542, 'z': -0.038716036826372}","{'x': 0.283224374055862, 'y': 0.441495448350906, 'z': -0.014545978978276}","{'x': 0.290122002363205, 'y': 0.35381406545639, 'z': -0.026587061583996}","{'x': 0.308069199323654, 'y': 0.267107844352722, 'z': -0.047856710851192}","{'x': 0.344530433416367, 'y': 0.638426542282104, 'z': -0.023972300812602}","{'x': 0.452710092067719, 'y': 0.539524137973785, 'z': -0.036321002990007}","{'x': 0.41020467877388, 'y': 0.586099684238434, 'z': -0.03030046261847}","{'x': 0.48713207244873, 'y': 0.511070191860199, 'z': -0.042253654450178}","{'x': 0.269245326519012, 'y': 0.660904705524445, 'z': 3.90598871e-07}"
0.0,{'Closed_Fist': 0.971276044845581},"{'x': 0.442988216876984, 'y': 0.52473258972168, 'z': -0.043622173368931}","{'x': 0.442337602376938, 'y': 0.52124434709549, 'z': -0.004989264532924}","{'x': 0.466840505599976, 'y': 0.464022278785706, 'z': -0.032812833786011}","{'x': 0.42826896905899, 'y': 0.544940173625946, 'z': -0.047505144029856}","{'x': 0.400700002908707, 'y': 0.541296124458313, 'z': -0.041453313082457}","{'x': 0.4014593064785, 'y': 0.503097236156464, 'z': -0.00666838651523}","{'x': 0.419992089271545, 'y': 0.460141897201538, 'z': -0.037465397268534}","{'x': 0.393849194049835, 'y': 0.540106356143951, 'z': -0.037115581333637}","{'x': 0.330055445432663, 'y': 0.535407245159149, 'z': -0.028072811663151}","{'x': 0.314744830131531, 'y': 0.495741844177246, 'z': -0.020569238811731}","{'x': 0.331560254096985, 'y': 0.473830223083496, 'z': -0.041943054646254}","{'x': 0.325501799583435, 'y': 0.544274091720581, 'z': -0.012759573757648}","{'x': 0.363594800233841, 'y': 0.541427135467529, 'z': -0.036276016384363}","{'x': 0.360703736543655, 'y': 0.498448342084885, 'z': -0.013126881793141}","{'x': 0.374980926513672, 'y': 0.459024250507355, 'z': -0.049289211630821}","{'x': 0.35754519701004, 'y': 0.544224917888641, 'z': -0.019117496907711}","{'x': 0.380822420120239, 'y': 0.665330111980438, 'z': -0.020849091932178}","{'x': 0.445551216602325, 'y': 0.522912085056305, 'z': -0.031973268836737}","{'x': 0.444147199392319, 'y': 0.607011914253235, 'z': -0.026953397318721}","{'x': 0.408904105424881, 'y': 0.483845680952072, 'z': -0.030958803370595}","{'x': 0.32263058423996, 'y': 0.659233391284943, 'z': -3.82452185e-07}"
0.0,{'Open_Palm': 0.629352569580078},"{'x': 0.524064838886261, 'y': 0.36800342798233, 'z': -0.100805900990963}","{'x': 0.440360397100449, 'y': 0.492689341306686, 'z': -0.049405131489038}","{'x': 0.493315011262894, 'y': 0.417759627103806, 'z': -0.079263120889664}","{'x': 0.548299491405487, 'y': 0.322085827589035, 'z': -0.116054721176624}","{'x': 0.441977828741074, 'y': 0.283176422119141, 'z': -0.093079164624214}","{'x': 0.395930141210556, 'y': 0.456024438142776, 'z': -0.050863485783339}","{'x': 0.425129562616348, 'y': 0.350916028022766, 'z': -0.075988203287125}","{'x': 0.454078942537308, 'y': 0.224982917308807, 'z': -0.105411246418953}","{'x': 0.251285195350647, 'y': 0.354871720075607, 'z': -0.102596871554852}","{'x': 0.301741868257523, 'y': 0.475491613149643, 'z': -0.064833037555218}","{'x': 0.27157860994339, 'y': 0.402991890907288, 'z': -0.09046945720911}","{'x': 0.23642286658287, 'y': 0.30952313542366, 'z': -0.109300203621387}","{'x': 0.359087973833084, 'y': 0.279467642307281, 'z': -0.099628977477551}","{'x': 0.348226517438889, 'y': 0.452063053846359, 'z': -0.056185219436884}","{'x': 0.354349970817566, 'y': 0.346467554569244, 'z': -0.082026325166225}","{'x': 0.365653336048126, 'y': 0.221399754285812, 'z': -0.111449368298054}","{'x': 0.394791901111603, 'y': 0.681642532348633, 'z': -0.038889586925507}","{'x': 0.516888201236725, 'y': 0.64146089553833, 'z': -0.08750157803297}","{'x': 0.461356043815613, 'y': 0.660351276397705, 'z': -0.064321331679821}","{'x': 0.566122651100159, 'y': 0.638231992721558, 'z': -0.110937662422657}","{'x': 0.323577255010605, 'y': 0.684281945228577, 'z': 6.53529582e-07}"
0.0,{'Open_Palm': 0.657970011234283},"{'x': 0.519176483154297, 'y': 0.364545166492462, 'z': -0.102547451853752}","{'x': 0.443050384521484, 'y': 0.485547840595245, 'z': -0.051969297230244}","{'x': 0.491217762231827, 'y': 0.413090646266937, 'z': -0.081531181931496}","{'x': 0.541346669197083, 'y': 0.3192999958992, 'z': -0.117651328444481}","{'x': 0.440666109323502, 'y': 0.280436366796494, 'z': -0.096187919378281}","{'x': 0.400114119052887, 'y': 0.45231693983078, 'z': -0.054105699062347}","{'x': 0.426306962966919, 'y': 0.346415430307388, 'z': -0.07924573123455}","{'x': 0.450651407241821, 'y': 0.221597254276276, 'z': -0.108807615935802}","{'x': 0.263292074203491, 'y': 0.348797231912613, 'z': -0.109105713665485}","{'x': 0.306514382362366, 'y': 0.469653844833374, 'z': -0.068215906620026}","{'x': 0.28230619430542, 'y': 0.395504176616669, 'z': -0.096287287771702}","{'x': 0.24777652323246, 'y': 0.302133440971375, 'z': -0.116458922624588}","{'x': 0.374118447303772, 'y': 0.283572375774384, 'z': -0.105429105460644}","{'x': 0.353557556867599, 'y': 0.44935342669487, 'z': -0.059719976037741}","{'x': 0.365517646074295, 'y': 0.347491025924683, 'z': -0.087095767259598}","{'x': 0.382361114025116, 'y': 0.225971341133118, 'z': -0.117850072681904}","{'x': 0.395944476127625, 'y': 0.657007932662964, 'z': -0.037585824728012}","{'x': 0.51035213470459, 'y': 0.601234436035156, 'z': -0.082524858415127}","{'x': 0.458257555961609, 'y': 0.626371264457703, 'z': -0.06145890802145}","{'x': 0.558655917644501, 'y': 0.595539629459381, 'z': -0.104435421526432}","{'x': 0.333142787218094, 'y': 0.66591489315033, 'z': 5.74272292e-07}"
0.0,{'Closed_Fist': 0.956795513629913},"{'x': 0.477881848812103, 'y': 0.510742962360382, 'z': -0.059506203979254}","{'x': 0.484832733869553, 'y': 0.506643414497375, 'z': -0.011310604400933}","{'x': 0.509141325950623, 'y': 0.457123458385468, 'z': -0.044663697481155}","{'x': 0.461983531713486, 'y': 0.528733193874359, 'z': -0.065089166164398}","{'x': 0.441277593374252, 'y': 0.507437348365784, 'z': -0.050416868180037}","{'x': 0.446977168321609, 'y': 0.478312164545059, 'z': -0.010731882415712}","{'x': 0.467320054769516, 'y': 0.43674910068512, 'z': -0.044391356408596}","{'x': 0.434958070516586, 'y': 0.510722935199738, 'z': -0.046501986682415}","{'x': 0.369401484727859, 'y': 0.505799472332001, 'z': -0.034536067396402}","{'x': 0.362855911254883, 'y': 0.460358858108521, 'z': -0.023029718548059}","{'x': 0.374400615692139, 'y': 0.448883473873138, 'z': -0.046161562204361}","{'x': 0.367036908864975, 'y': 0.512957811355591, 'z': -0.01974462158978}","{'x': 0.401648670434952, 'y': 0.509835541248322, 'z': -0.043370082974434}","{'x': 0.407060265541077, 'y': 0.465669631958008, 'z': -0.015982929617167}","{'x': 0.417746096849442, 'y': 0.435930073261261, 'z': -0.05378707125783}","{'x': 0.398423433303833, 'y': 0.514018654823303, 'z': -0.027199918404222}","{'x': 0.406545609235764, 'y': 0.63443648815155, 'z': -0.028680766001344}","{'x': 0.467285752296448, 'y': 0.516710102558136, 'z': -0.052255164831877}","{'x': 0.466049164533615, 'y': 0.594261527061462, 'z': -0.041736043989658}","{'x': 0.443512231111526, 'y': 0.46135276556015, 'z': -0.055795576423407}","{'x': 0.35343873500824, 'y': 0.631130158901215, 'z': -3.04135995e-07}"
0.0,{'None': 0.548303246498108},"{'x': 0.513989329338074, 'y': 0.464841336011887, 'z': 0.150710374116898}","{'x': 0.456348419189453, 'y': 0.515812933444977, 'z': 0.098250947892666}","{'x': 0.493836104869843, 'y': 0.483717173337936, 'z': 0.133357793092728}","{'x': 0.52501904964447, 'y': 0.452467232942581, 'z': 0.162921443581581}","{'x': 0.450264096260071, 'y': 0.430893570184708, 'z': 0.17722125351429}","{'x': 0.417896568775177, 'y': 0.487571507692337, 'z': 0.106525562703609}","{'x': 0.439178436994553, 'y': 0.448299646377563, 'z': 0.156012549996376}","{'x': 0.458360999822617, 'y': 0.425572574138641, 'z': 0.192485094070435}","{'x': 0.33369567990303, 'y': 0.406810760498047, 'z': 0.153923809528351}","{'x': 0.33957827091217, 'y': 0.462038427591324, 'z': 0.101625062525272}","{'x': 0.336109042167664, 'y': 0.429833441972733, 'z': 0.134964510798454}","{'x': 0.331638276576996, 'y': 0.394687205553055, 'z': 0.167741596698761}","{'x': 0.400204330682755, 'y': 0.410133540630341, 'z': 0.170312374830246}","{'x': 0.382093697786331, 'y': 0.471497446298599, 'z': 0.106525562703609}","{'x': 0.391485124826431, 'y': 0.427714854478836, 'z': 0.149183973670006}","{'x': 0.409086138010025, 'y': 0.402729600667953, 'z': 0.182684123516083}","{'x': 0.435524106025696, 'y': 0.612163543701172, 'z': -0.004586684517562}","{'x': 0.547540187835693, 'y': 0.58461731672287, 'z': 0.014339979737997}","{'x': 0.495362401008606, 'y': 0.607675671577454, 'z': 0.007802635896951}","{'x': 0.58640444278717, 'y': 0.553330957889557, 'z': 0.021851398050785}","{'x': 0.343734085559845, 'y': 0.591255664825439, 'z': 7.69821497e-07}"
0.0,{'Open_Palm': 0.679453551769257},"{'x': 0.51171338558197, 'y': 0.344904482364655, 'z': 0.043852154165506}","{'x': 0.456579715013504, 'y': 0.430119395256042, 'z': 0.033821389079094}","{'x': 0.491949468851089, 'y': 0.375038385391235, 'z': 0.042011216282845}","{'x': 0.523650467395782, 'y': 0.32422661781311, 'z': 0.046047121286392}","{'x': 0.444473147392273, 'y': 0.309347629547119, 'z': 0.069200493395329}","{'x': 0.413241893053055, 'y': 0.407715708017349, 'z': 0.039178997278214}","{'x': 0.434791952371597, 'y': 0.340220123529434, 'z': 0.058060441166162}","{'x': 0.451268911361694, 'y': 0.291907787322998, 'z': 0.078499600291252}","{'x': 0.299883365631104, 'y': 0.331559538841248, 'z': 0.046448353677988}","{'x': 0.32634574174881, 'y': 0.41147917509079, 'z': 0.031626421958208}","{'x': 0.309367895126343, 'y': 0.368177860975266, 'z': 0.038376536220312}","{'x': 0.29484897851944, 'y': 0.301502406597137, 'z': 0.054945006966591}","{'x': 0.388311058282852, 'y': 0.305399477481842, 'z': 0.062828004360199}","{'x': 0.372474998235703, 'y': 0.403154373168945, 'z': 0.037739288061857}","{'x': 0.38037833571434, 'y': 0.339366048574448, 'z': 0.05135753005743}","{'x': 0.397027105093002, 'y': 0.280596405267715, 'z': 0.071041435003281}","{'x': 0.423559010028839, 'y': 0.608105659484863, 'z': -0.019554095342755}","{'x': 0.548584580421448, 'y': 0.538085281848907, 'z': -0.024475071579218}","{'x': 0.492931932210922, 'y': 0.574934661388397, 'z': -0.021005608141422}","{'x': 0.58907425403595, 'y': 0.514004528522491, 'z': -0.02657563239336}","{'x': 0.342300623655319, 'y': 0.613389492034912, 'z': 5.72254464e-07}"
0.0,{'Closed_Fist': 0.938402712345123},"{'x': 0.447080105543137, 'y': 0.435040593147278, 'z': -0.057136725634336}","{'x': 0.449377804994583, 'y': 0.437401592731476, 'z': -0.006875894963741}","{'x': 0.466713309288025, 'y': 0.362905740737915, 'z': -0.04190830513835}","{'x': 0.436306118965149, 'y': 0.464473724365234, 'z': -0.062561102211475}","{'x': 0.406040459871292, 'y': 0.451669216156006, 'z': -0.053801745176315}","{'x': 0.404850035905838, 'y': 0.42732560634613, 'z': -0.009708622470498}","{'x': 0.415238171815872, 'y': 0.363467812538147, 'z': -0.047975562512875}","{'x': 0.40165051817894, 'y': 0.465961664915085, 'z': -0.048457734286785}","{'x': 0.3368179500103, 'y': 0.473587572574615, 'z': -0.040321171283722}","{'x': 0.317130237817764, 'y': 0.445394933223724, 'z': -0.028548274189234}","{'x': 0.327610671520233, 'y': 0.410681128501892, 'z': -0.053962465375662}","{'x': 0.337580591440201, 'y': 0.491812229156494, 'z': -0.023103810846806}","{'x': 0.36869540810585, 'y': 0.461320698261261, 'z': -0.045524552464485}","{'x': 0.361939549446106, 'y': 0.432601422071457, 'z': -0.018302233889699}","{'x': 0.367028176784515, 'y': 0.370953738689423, 'z': -0.059949364513159}","{'x': 0.368317306041718, 'y': 0.479975342750549, 'z': -0.024972205981612}","{'x': 0.399791836738586, 'y': 0.600807547569275, 'z': -0.024269046261907}","{'x': 0.443413138389587, 'y': 0.440712660551071, 'z': -0.047011230140924}","{'x': 0.451646119356155, 'y': 0.528894603252411, 'z': -0.035760682076216}","{'x': 0.409826457500458, 'y': 0.390918344259262, 'z': -0.050748024135828}","{'x': 0.33948802947998, 'y': 0.620291590690613, 'z': -4.13233693e-07}"
0.0,{'Open_Palm': 0.763898372650146},"{'x': 0.476993441581726, 'y': 0.2798091173172, 'z': 0.053138937801123}","{'x': 0.419230133295059, 'y': 0.385706961154938, 'z': 0.037990517914295}","{'x': 0.456479012966156, 'y': 0.320158779621124, 'z': 0.04955492541194}","{'x': 0.487643718719482, 'y': 0.252301633358002, 'z': 0.056006148457527}","{'x': 0.400522440671921, 'y': 0.246868282556534, 'z': 0.080903083086014}","{'x': 0.37225753068924, 'y': 0.368667602539062, 'z': 0.046090386807919}","{'x': 0.391890197992325, 'y': 0.290668964385986, 'z': 0.06929087638855}","{'x': 0.407174497842789, 'y': 0.215260729193687, 'z': 0.090078137814999}","{'x': 0.250534355640411, 'y': 0.292222499847412, 'z': 0.054429180920124}","{'x': 0.281702429056168, 'y': 0.381921947002411, 'z': 0.039615273475647}","{'x': 0.26242658495903, 'y': 0.332927644252777, 'z': 0.04704611748457}","{'x': 0.242520645260811, 'y': 0.257771700620651, 'z': 0.062457367777824}","{'x': 0.345741838216782, 'y': 0.254761248826981, 'z': 0.075120866298676}","{'x': 0.329369753599167, 'y': 0.368231743574142, 'z': 0.045851446688175}","{'x': 0.336927443742752, 'y': 0.296565979719162, 'z': 0.06293523311615}","{'x': 0.35385799407959, 'y': 0.221223890781403, 'z': 0.083053484559059}","{'x': 0.390689730644226, 'y': 0.573726117610931, 'z': -0.027883606031537}","{'x': 0.518640995025635, 'y': 0.46076288819313, 'z': -0.037584330886602}","{'x': 0.464328110218048, 'y': 0.520852565765381, 'z': -0.032041057944298}","{'x': 0.556854009628296, 'y': 0.409117072820663, 'z': -0.041311703622341}","{'x': 0.299447774887085, 'y': 0.597255885601044, 'z': 7.368252e-07}"
0.0,{'Closed_Fist': 0.920190036296844},"{'x': 0.243067175149918, 'y': 0.33008486032486, 'z': -0.092192530632019}","{'x': 0.290480017662048, 'y': 0.32115763425827, 'z': -0.018955174833536}","{'x': 0.258587867021561, 'y': 0.24427105486393, 'z': -0.067868672311306}","{'x': 0.254971742630005, 'y': 0.363562047481537, 'z': -0.101803004741669}","{'x': 0.201698780059814, 'y': 0.364720404148102, 'z': -0.066848084330559}","{'x': 0.237793311476707, 'y': 0.314945012331009, 'z': -0.009631738997996}","{'x': 0.199480220675468, 'y': 0.258355438709259, 'z': -0.060086738318205}","{'x': 0.224308267235756, 'y': 0.380681335926056, 'z': -0.059108678251505}","{'x': 0.12672746181488, 'y': 0.381670892238617, 'z': -0.039887726306915}","{'x': 0.138346627354622, 'y': 0.33244526386261, 'z': -0.017105372622609}","{'x': 0.116205684840679, 'y': 0.313330590724945, 'z': -0.048520147800446}","{'x': 0.145875290036201, 'y': 0.397062003612518, 'z': -0.024111239239573}","{'x': 0.15967170894146, 'y': 0.375967800617218, 'z': -0.053538005799055}","{'x': 0.187990367412567, 'y': 0.320568799972534, 'z': -0.011077561415732}","{'x': 0.151423558592796, 'y': 0.27440881729126, 'z': -0.064934499561787}","{'x': 0.186450034379959, 'y': 0.394219785928726, 'z': -0.031489189714193}","{'x': 0.229638993740082, 'y': 0.522585213184357, 'z': -0.050901502370834}","{'x': 0.265100657939911, 'y': 0.334589272737503, 'z': -0.073949635028839}","{'x': 0.290262162685394, 'y': 0.432171165943146, 'z': -0.065955072641373}","{'x': 0.21122881770134, 'y': 0.298889338970184, 'z': -0.069952361285686}","{'x': 0.163591951131821, 'y': 0.545754909515381, 'z': -3.35464875e-07}"
0.0,{'None': 0.664888679981232},"{'x': 0.496289908885956, 'y': 0.344674706459045, 'z': 0.16142164170742}","{'x': 0.428316861391068, 'y': 0.423294216394424, 'z': 0.106536626815796}","{'x': 0.473986625671387, 'y': 0.379207223653793, 'z': 0.144259706139565}","{'x': 0.511520743370056, 'y': 0.317615747451782, 'z': 0.17211677134037}","{'x': 0.439740866422653, 'y': 0.311765670776367, 'z': 0.190356507897377}","{'x': 0.390096694231033, 'y': 0.392238259315491, 'z': 0.115241959691048}","{'x': 0.419698655605316, 'y': 0.343388050794601, 'z': 0.170458614826202}","{'x': 0.457719355821609, 'y': 0.290358901023865, 'z': 0.204285025596619}","{'x': 0.301757723093033, 'y': 0.271574139595032, 'z': 0.151472702622414}","{'x': 0.300048500299454, 'y': 0.354909479618073, 'z': 0.104546837508678}","{'x': 0.299794703722, 'y': 0.310372471809387, 'z': 0.13820743560791}","{'x': 0.304436236619949, 'y': 0.239676401019096, 'z': 0.160758391022682}","{'x': 0.388345569372177, 'y': 0.288514852523804, 'z': 0.175433069467545}","{'x': 0.349783927202225, 'y': 0.372529774904251, 'z': 0.113169260323048}","{'x': 0.373719364404678, 'y': 0.318282067775726, 'z': 0.160178035497665}","{'x': 0.403995454311371, 'y': 0.2641282081604, 'z': 0.182231530547142}","{'x': 0.363459080457687, 'y': 0.509406745433807, 'z': -0.015731772407889}","{'x': 0.490313768386841, 'y': 0.412836641073227, 'z': -0.011430923826993}","{'x': 0.441159963607788, 'y': 0.474067449569702, 'z': -0.010301304981112}","{'x': 0.502302587032318, 'y': 0.336489766836166, 'z': -0.011731465347111}","{'x': 0.259464085102081, 'y': 0.519923865795135, 'z': 1.00763134e-06}"
0.0,{'Open_Palm': 0.787720024585724},"{'x': 0.468030661344528, 'y': 0.288357585668564, 'z': 0.051613140851259}","{'x': 0.387018084526062, 'y': 0.382772415876389, 'z': 0.037943106144667}","{'x': 0.439954459667206, 'y': 0.32888051867485, 'z': 0.05034252628684}","{'x': 0.485048592090607, 'y': 0.252777755260468, 'z': 0.050430160015821}","{'x': 0.396234631538391, 'y': 0.244605109095573, 'z': 0.071154281497002}","{'x': 0.344684064388275, 'y': 0.351220667362213, 'z': 0.046399250626564}","{'x': 0.378377765417099, 'y': 0.285883367061615, 'z': 0.068613052368164}","{'x': 0.40900644659996, 'y': 0.216168478131294, 'z': 0.071241907775402}","{'x': 0.231049090623856, 'y': 0.233472868800163, 'z': 0.048414703458548}","{'x': 0.248078435659409, 'y': 0.336832195520401, 'z': 0.041842572391033}","{'x': 0.236880451440811, 'y': 0.279182195663452, 'z': 0.046048730611801}","{'x': 0.226938158273697, 'y': 0.196790441870689, 'z': 0.051218811422586}","{'x': 0.339490175247192, 'y': 0.230610966682434, 'z': 0.068131096661091}","{'x': 0.30062609910965, 'y': 0.336751043796539, 'z': 0.047144088894129}","{'x': 0.321126490831375, 'y': 0.270707905292511, 'z': 0.063705861568451}","{'x': 0.3538698554039, 'y': 0.199173152446747, 'z': 0.06804347038269}","{'x': 0.320339351892471, 'y': 0.525597333908081, 'z': -0.031064273789525}","{'x': 0.467362523078918, 'y': 0.460621774196625, 'z': -0.037351612001657}","{'x': 0.402947992086411, 'y': 0.506376206874847, 'z': -0.0339998267591}","{'x': 0.50047379732132, 'y': 0.396616160869598, 'z': -0.039608042687178}","{'x': 0.228615775704384, 'y': 0.524347424507141, 'z': 7.72845851e-07}"
